Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Allahabad Bank,IL&FS LTD,Uttar Pradesh,Lucknow,Lucknow,226023,M,4,0,1,0,1
Allahabad Bank,IL&FS LTD,Uttar Pradesh,Lucknow,Lucknow,227105,M,20,1,0,0,1
Allahabad Bank,Tera Software Ltd,Jharkhand,Ranchi,Ranchi,834001,F,4,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Gujarat,Surat,Chorasi,395001,M,29,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Karjat,414401,F,17,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Karjat,414402,M,11,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Kopargaon,423601,M,49,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Kopargaon,423603,F,19,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Kopargaon,423603,M,1,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Kopargaon,423605,M,65,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nagar,414005,F,7,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nevasa,414105,M,22,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nevasa,414603,F,35,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nevasa,414603,F,37,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nevasa,414603,M,16,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Nevasa,414603,M,24,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Rahta,413714,M,16,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Rahta,413736,M,10,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Rahta,423109,M,19,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Rahuri,413704,F,58,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Shrirampur,413709,M,14,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmadnagar,Shrirampur,413709,M,20,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmed Nagar,Rahta,413720,M,32,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Ahmed Nagar,Rahta,413720,M,60,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444001,F,6,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444001,F,10,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444004,M,51,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444005,F,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444104,F,52,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Akola,444401,M,44,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Barshitakli,444405,F,20,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444001,F,40,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444001,M,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444106,F,24,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444106,M,37,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444107,F,31,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444107,F,40,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Akola,Murtijapur,444107,M,18,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Achalpur,444805,M,41,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Achalpur,444808,F,40,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444601,F,8,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444601,F,13,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444601,F,14,0,2,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444801,F,33,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444801,M,25,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444901,F,34,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Amravati,444901,M,31,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Bhatkuli,444602,M,65,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandur Railway,444708,F,35,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandur Railway,444904,M,63,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandurbazar,444720,F,17,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandurbazar,444720,F,23,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandurbazar,444720,M,33,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Chandurbazar,444720,M,53,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Daryapur,444803,F,75,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Amravati,Morshi,444707,M,36,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Aurangabad,431001,F,15,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Aurangabad,431007,F,16,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Gangapur,423701,M,22,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Gangapur,431133,M,17,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Kannad,431104,M,35,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Kannad,431147,F,24,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Kannad,431147,F,65,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Paithan,431105,F,30,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Paithan,431107,M,22,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Paithan,431107,M,46,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Aurangabad,Paithan,431121,M,16,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Ambejogai,431519,F,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Manjlegaon,431129,M,14,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Manjlegaon,431129,M,18,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Manjlegaon,431131,F,8,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Manjlegaon,431131,M,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Beed,Shirur (Kasar),413249,F,55,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Lakhandur,441803,F,40,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Lakhandur,441805,F,36,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Tumsar,441907,M,24,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Tumsar,441912,F,15,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Tumsar,441915,F,19,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Bhandara,Tumsar,441915,F,28,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Buldhana,Buldhana,443106,M,34,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Buldhana,Lonar,443202,M,32,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Buldhana,Lonar,443302,M,21,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Buldhana,Nandura,443404,F,35,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Buldhana,Sindkhed Raja,443308,F,48,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Ballarpur,442701,M,27,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Bhadravati,442503,F,10,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Bhadravati,442503,F,32,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Chandrapur,442401,F,17,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Chandrapur,442401,F,30,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Chimur,442904,F,20,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Chimur,442904,F,33,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Chimur,442904,F,65,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Korpana,442908,M,35,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Korpana,442908,M,38,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Korpana,442916,F,31,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Korpana,442917,F,65,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Rajura,442905,F,5,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Rajura,442905,F,50,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Rajura,442905,M,6,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Sindewahi,441222,F,8,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Sindewahi,441223,F,25,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Sindewahi,441223,M,26,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Chandrapur,Warora,442907,F,50,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Dhule,424002,M,9,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sakri,424306,F,17,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sakri,424306,F,27,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sakri,424306,F,31,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sakri,424306,F,48,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Shirpur,425405,F,15,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Shirpur,425405,M,13,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sindkhede,424309,M,30,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Dhule,Sindkhede,425405,F,50,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Armori,441208,F,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Armori,441208,M,18,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Chamorshi,442603,F,30,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,F,19,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,F,60,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,M,7,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,M,25,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,M,40,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Desaiganj (Vadasa),441207,M,50,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gadchiroli,Gadchiroli,442605,F,31,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441614,F,42,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441614,F,46,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,F,12,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,F,26,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,F,35,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,F,52,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,F,60,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,M,36,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,M,39,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Amgaon,441902,M,40,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Arjuni Morgaon,441701,M,19,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Arjuni Morgaon,441701,M,79,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Deori,441901,F,15,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Deori,441901,M,6,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Gondiya,441601,F,60,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Gondiya,441601,F,70,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Gondiya,441601,M,21,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Goregaon,441801,F,11,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Goregaon,441801,F,17,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Goregaon,441801,M,22,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Sadak-arjuni,441806,F,12,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Sadak-arjuni,441807,F,35,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Salekasa,441916,M,2,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Tirora,441614,F,20,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Tirora,441614,M,22,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Gondiya,Tirora,441911,F,22,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Bhusawal,425201,F,14,1,0,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Bhusawal,425305,M,9,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Erandol,425109,M,50,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425001,F,23,0,1,0,1
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,F,28,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,F,35,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,F,39,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,F,75,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,M,10,0,1,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jalgaon,425002,M,31,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jamner,424206,F,17,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jamner,424206,F,28,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jamner,424206,M,24,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jamner,424206,M,31,1,0,0,0
Allahabad Bank,Vakrangee Softwares Limited,Maharashtra,Jalgaon,Jamner,424206,M,44,1,0,0,0
